186.ogg,Please check the fresh tank,"Будь ласка, перевірте бак для чистої води.",Перевірте бак для кислоти. Це у ваших інтересах.
187.ogg,It will about 5 to 10 minutes,Це займе близько 5-10 хвилин.,На це піде максимум 10 хвилин.
188.ogg,Automatic docking engaged,Розпочалось автоматичне стикування.,Починаю автоматичне стикування.
200.ogg,Shutdown sound,Shutdown sound,Звук вимкнення
244.ogg,Detergent bottle installed,Ємність з засобом для чищення встановлено.,Ємність з засобом для чищення встановлено. Хоча спалючач впорався б з цим значно краще.
257.ogg,Camera monitoring exited,Відеомоніторинг виключено.,"Відеомоніторинг вимкнено. Гаразд, поки не буду за вами підглядати. Чесно."
258.ogg,Self-positioned. Cruising started,Місцезнаходження визначено. Рух розпочато.,Місцезнаходження визначено. Розпочинаю рух
259.ogg,Self-positioned. Proceeding to the designated location,Місцезнаходження визначено. Рухаюсь до вказаної локації.,Місцезнаходження визначено. Рухаюсь до вказаної локації.
260.ogg,Self-positioned. Cruising resumed,Місцезнаходження визначено. Продовжую рух.,Місцезнаходження визначено. Продовжую рух. Тепер ніщо мене не зупинить
261.ogg,Self-positioned. Resume proceeding to the designated location,Місцезнаходження визначено. Продовжую рух до вказаної локації.,Місцезнаходження визначено. Продовжую рух до вказаної локації.
262.ogg,Self-positioning failed,Збій визначення місцезнаходження.,Збій визначення місцезнаходження. Де це я?
263.ogg,Please clean the foreign objects tangled in the main brush. Reposition the robot and start it again,"Будь ласка, видаліть сторонні об'єкти з основної щітки. Змініть положення робота та перезапустіть його.","Будь ласка, видаліть сміття з основної щітки. Змініть моє положення та перезапустіть."
264.ogg,Task complete. Please clean the dust bin and the wash board,"Завдання виконано. Будь ласка, очистіть контейнер для пилу та платформу для чищення мопа.","Завдання виконано. Будь ласка, очистіть контейнер для пилу та платформу для чищення мопа."
266.ogg,Please replace the detergent,"Будь ласка, замініть засіб для чищення.","Будь ласка, замініть засіб для чищення"
267.ogg,Please clean the sensors,"Будь ласка, очистіть датчики.","Будь ласка, очистіть датчики. Інакше вони можуть вирішити, що ви — новий вид сміття"
274.ogg,*Ding sound*,Ding sound,Звук дзвінка
280.ogg,Start custom cleaning,Починаю користувацьке прибирання.,Починаю дослід з користувацького прибирання.
281.ogg,The robot is auto emptying. Please try again later,"Робот здійснює автоочищення. Будь ласка, повторіть спробу пізніше.",Дочекайтеся поки я не закінчу автоочищення.
282.ogg,The robot is cleaning the mop pad. Please try again later,"Робот виконує очищення накладок для мопа. Будь ласка, повторіть спробу пізніше.",Щось термінове через що я маю припинити очищення накладок для мопа? Так і думала...
283.ogg,The robot is not in the base station. Please try again later,"Робот не знаходиться на базовій станції. Будь ласка, повторіть спробу пізніше.",У мене зараз є важливіші справи. Тож почекайте доки я повернуся до базової станції.
293.ogg,Calling enabled,Виклики активовано.,Виклики активовано.
294.ogg,Calling disabled,Виклики деактивовано.,Виклики деактивовано.
295.ogg,Insufficient water. Please check the clean water tank content.,Недостатньо води. Перевірте вміст бака з чистою водою.,"Кислоти надто мало, щоб проводити досліди. Наповніть бак біля найближчого крану."
296.ogg,Dirty water tank error. Please check if the tank is full.,Помилка бака з відпрацьованою водою. Перевірте заповненість бака.,Помилка бака з відпрацьованою кислотою. Перевірте заповненість бака
297.ogg,"Detergent bottle installed. If detergent has not been used before, please configure it in the app.","Ємність з засобом для чищення встановлено. Якщо раніше засіб не використовувався, виконайте налаштування у додатку.","Що це? Засіб для чищення? Скористайтеся вашим портативним терміналом, щоб дещо уточнити."
298.ogg,Base station starts self-cleaning. Please clean its interior with a brush or cloth. Water will drain from the washing board in three minutes.,"Базова станція починає самоочищатися. Будь ласка, очистіть її внутрішню частину щіткою або тканиною. Через три хвилини вода буде зливатись з пральної дошки.","Базова станція починає самоочищатися. Будь ласка, очистіть її внутрішню частину щіткою або тканиною. Через три хвилини вода буде зливатись з пральної дошки."
299.ogg,Detergent bottle and auto-refill module installed.,Ємність із засобом для чищення і модуль для автонаповнення встановлено.,Ємність із засобом для чищення і модуль для автонаповнення встановлено.
318.ogg,Mop pads cleaned.,Накладки для мопа очищено.,Накладки для мопа очищено.
329.ogg,Start self-diagnosis. Please do not remove me from the base station.,"Почніть самодіагностику. Будь ласка, не вилучайте мене з базової станції.","Я маю провести самодіагностику. Повірте, краще не вилучати мене з базової станції під час цього."
330.ogg,Please try again after self-diagnosis is complete.,"Будь ласка, повторіть спробу після завершення самодіагностики.",Невже у вас пошкоджено мозок? Самодіагностика досі триває.
331.ogg,No errors found. You can use the device with confidence.,Помилок не виявлено. Ви можете з упевненістю користуватися пристроєм.,"О, чудово. Усе працює як належить. Пора повертатися до дослідів."
332.ogg,One error found. Please go to the app to see more detailed information.,"Знайдено одну помилку. Будь ласка, перейдіть в додаток, щоб побачити більш детальну інформацію.",Вітаю. Схоже щось зламалося. Надсилаю детальну інформацію на ваш пристрій за три... два... один.
360.ogg,Draining water from the tank.,Зливаю воду з резервуару.,Звільняю резервуар від кислоти.
